file,cortar_extremidades,pre_processamento,contaminacao,best_n_components,rmse_cal,rmsecv,rmse_test,RPD,RER,r2_cal,r2_cv,r2_test,start_index,end_index
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1 + msc,0.07,5,28.04,29.62,37.26,0.91,2.68,0.32,0.23,-0.2,60,170
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,d1 + snv,0.05,8,8.12,8.44,7.49,4.48,13.35,0.94,0.93,0.95,10,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + scal + d1,0.07,6,8.43,8.59,6.84,4.89,14.63,0.94,0.92,0.96,50,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,d1 + snv,0.05,8,8.12,8.44,7.49,4.48,13.35,0.94,0.93,0.95,10,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + smo,0.16,10,8.36,9.71,8.89,3.78,11.25,0.94,0.91,0.93,30,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1 + msc,0.12,3,25.46,26.52,29.64,1.14,3.37,0.43,0.37,0.25,60,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + scal + smo,0.02,10,7.55,8.05,9.0,3.77,11.11,0.95,0.94,0.93,20,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,smo,0.14,9,7.4,7.96,9.34,3.6,10.7,0.95,0.94,0.93,50,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + smo + d2,0.17,7,9.24,10.9,11.26,2.95,8.88,0.92,0.88,0.88,10,140
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2 + snv,0.19,5,12.14,13.32,11.9,2.93,8.4,0.88,0.84,0.89,80,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo + msc,0.0,2,33.19,33.65,35.05,0.97,2.85,0.01,-0.04,0.01,30,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo + d2 + msc,0.17,2,29.91,31.29,29.25,1.15,3.42,0.23,0.14,0.18,60,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal,0.2,10,5.93,6.77,10.81,3.08,9.25,0.97,0.95,0.9,30,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo + snv,0.15,5,14.64,15.37,16.56,2.03,6.04,0.81,0.78,0.76,80,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + snv,0.04,4,15.26,15.39,16.71,2.0,5.98,0.77,0.76,0.78,70,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,d1 + snv,0.17,7,7.66,8.51,10.7,2.89,9.35,0.94,0.92,0.87,70,180
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + scal + d1,0.05,6,8.31,8.56,6.67,5.04,15.0,0.94,0.93,0.96,50,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,d1 + snv,0.07,6,8.91,9.07,6.28,5.31,15.92,0.93,0.91,0.97,10,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + smo,0.16,10,9.35,10.64,7.06,4.73,14.17,0.92,0.89,0.96,20,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + smo + d1,0.15,8,6.34,6.92,7.62,4.24,13.12,0.96,0.95,0.95,10,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,smo,0.14,10,8.75,9.42,9.13,3.7,10.95,0.93,0.91,0.93,30,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + smo,0.08,9,9.83,10.8,9.14,3.71,10.94,0.92,0.89,0.93,30,160
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + snv,0.17,5,14.76,15.31,14.09,2.36,7.1,0.81,0.78,0.81,70,180
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,d1 + snv,0.04,9,8.79,9.41,8.4,3.99,11.91,0.92,0.9,0.95,70,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo + d2 + msc,0.17,2,31.04,31.93,32.15,1.06,3.11,0.18,0.11,0.1,20,160
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo + snv,0.15,7,13.54,14.64,15.31,2.19,6.53,0.83,0.79,0.8,60,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo + msc,0.0,1,33.26,33.88,35.66,0.95,2.8,0.01,-0.05,-0.03,60,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo + d1 + msc,0.16,1,32.83,33.55,33.5,1.01,2.98,0.06,0.01,0.02,40,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,d1 + snv,0.05,8,8.12,8.44,7.49,4.48,13.35,0.94,0.93,0.95,10,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + scal + d1,0.07,6,8.43,8.59,6.84,4.89,14.63,0.94,0.92,0.96,50,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + smo,0.16,10,7.65,8.11,9.46,3.54,10.57,0.95,0.94,0.92,20,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + smo + d1,0.15,8,7.4,7.97,9.53,3.5,10.5,0.95,0.94,0.92,10,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,smo,0.14,10,8.29,9.39,10.68,3.15,9.36,0.94,0.92,0.9,70,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,smo + d1 + snv,0.13,7,8.55,9.05,9.86,3.27,10.14,0.93,0.91,0.91,60,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,snv,0.19,8,5.21,5.92,11.65,2.75,8.58,0.97,0.96,0.88,90,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.14,6,7.97,8.22,7.99,4.13,12.52,0.94,0.93,0.94,80,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + scal + d1,0.05,6,8.31,8.56,6.67,5.04,15.0,0.94,0.93,0.96,50,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2 + snv,0.16,5,12.58,13.66,12.65,2.72,7.9,0.86,0.84,0.87,10,170
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + smo,0.16,10,8.28,9.08,7.19,4.66,13.92,0.94,0.92,0.96,20,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + smo + d1,0.15,7,7.65,8.11,9.45,3.5,10.59,0.94,0.93,0.92,10,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,smo + d1 + snv,0.13,7,8.45,9.1,9.09,3.51,11.0,0.93,0.91,0.92,60,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,smo,0.14,10,8.29,9.39,10.68,3.15,9.36,0.94,0.92,0.9,70,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,snv,0.19,8,5.21,5.92,11.65,2.75,8.58,0.97,0.96,0.88,90,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.11,9,7.87,8.28,6.69,4.96,14.96,0.94,0.93,0.96,10,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo + d1,0.05,7,8.44,9.32,6.85,4.9,14.6,0.94,0.92,0.96,60,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + smo + d2,0.18,5,7.22,7.81,9.29,3.54,10.77,0.95,0.93,0.93,90,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + smo,0.03,9,9.21,10.03,9.94,3.41,10.06,0.92,0.9,0.92,70,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + scal + d1,0.05,6,8.24,8.51,6.45,5.2,15.49,0.94,0.93,0.97,50,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,d1 + msc,0.2,7,7.37,7.81,7.69,4.22,13.0,0.95,0.93,0.95,50,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.05,9,7.33,7.99,7.24,4.66,13.81,0.95,0.94,0.96,10,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo + d2 + msc,0.05,1,33.01,34.41,34.3,0.99,2.92,0.02,-0.07,0.03,70,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + smo + d2,0.18,5,6.44,7.03,9.58,3.44,10.44,0.96,0.95,0.92,10,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,smo + d1 + snv,0.13,7,8.45,9.1,9.09,3.51,11.0,0.93,0.91,0.92,60,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + d2,0.19,10,6.28,9.35,10.01,3.31,9.99,0.96,0.91,0.92,10,160
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,smo + d1,0.1,10,14.56,18.61,14.69,2.29,6.81,0.81,0.68,0.82,20,130
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2 + snv,0.04,5,12.85,13.83,14.13,2.41,7.08,0.85,0.82,0.85,10,170
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,smo,0.1,9,9.82,10.67,9.02,3.77,11.08,0.92,0.89,0.93,90,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo + msc,0.0,1,33.26,33.88,35.66,0.95,2.8,0.01,-0.05,-0.03,60,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + scal + d1,0.05,6,8.24,8.51,6.45,5.2,15.49,0.94,0.93,0.97,50,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2 + snv,0.15,6,11.44,12.85,14.64,2.36,6.83,0.89,0.85,0.83,10,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,d1 + msc,0.1,7,8.28,8.55,7.73,4.27,12.93,0.94,0.93,0.95,50,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,smo,0.2,10,7.32,8.26,10.41,3.2,9.61,0.95,0.92,0.9,90,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.07,10,14.43,16.82,20.68,1.64,4.84,0.82,0.75,0.64,0,130
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,smo + d1 + snv,0.18,8,8.49,9.59,8.25,3.77,12.13,0.92,0.89,0.94,60,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,msc,0.17,8,7.2,7.87,5.16,6.11,19.4,0.95,0.94,0.97,110,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,smo + d1,0.1,10,14.56,18.61,14.69,2.29,6.81,0.81,0.68,0.82,20,130
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo + d2 + msc,0.05,1,33.01,34.41,34.3,0.99,2.92,0.02,-0.07,0.03,70,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.15,7,8.45,9.21,8.89,3.66,11.25,0.93,0.91,0.93,50,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo + msc,0.0,1,33.26,33.88,35.66,0.95,2.8,0.01,-0.05,-0.03,60,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,msc,0.17,8,7.2,7.87,5.16,6.11,19.4,0.95,0.94,0.97,110,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,d1 + msc,0.18,9,8.32,9.73,8.52,3.62,11.73,0.92,0.89,0.93,60,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,smo,0.2,10,7.32,8.26,10.41,3.2,9.61,0.95,0.92,0.9,90,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2 + msc,0.14,2,32.56,34.15,35.08,0.97,2.85,0.08,-0.03,-0.04,70,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,smo + d1,0.1,10,14.56,18.61,14.69,2.29,6.81,0.81,0.68,0.82,20,130
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo + d2 + msc,0.05,1,32.95,33.41,35.2,0.96,2.84,0.02,-0.01,-0.02,0,130
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.07,7,12.21,13.0,14.26,2.38,7.01,0.87,0.85,0.83,70,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1 + msc,0.16,1,34.62,35.39,35.16,0.99,2.84,0.01,-0.05,0.01,100,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + d2 + snv,0.16,4,13.01,14.05,12.59,2.76,7.94,0.86,0.83,0.87,20,160
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,d1 + msc,0.17,8,7.03,7.31,9.28,3.49,10.78,0.95,0.95,0.92,110,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,msc,0.18,9,8.86,9.86,8.65,3.71,11.56,0.92,0.89,0.93,60,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + d2 + snv,0.2,6,11.42,13.07,12.28,2.86,8.14,0.89,0.85,0.88,90,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,msc,0.16,9,8.17,8.98,9.0,3.59,11.11,0.93,0.91,0.93,50,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo + d2 + msc,0.05,1,32.95,33.41,35.2,0.96,2.84,0.02,-0.01,-0.02,0,130
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2 + msc,0.14,2,32.56,34.15,35.08,0.97,2.85,0.08,-0.03,-0.04,70,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,msc,0.18,9,8.86,9.86,8.65,3.71,11.56,0.92,0.89,0.93,60,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,msc,0.16,9,8.17,8.98,9.0,3.59,11.11,0.93,0.91,0.93,50,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + smo + snv,0.18,8,13.79,14.55,16.27,2.07,6.15,0.83,0.8,0.77,20,170
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.19,9,6.82,7.2,10.07,3.29,9.93,0.96,0.95,0.92,30,150
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2 + msc,0.14,2,32.53,34.66,34.12,1.0,2.93,0.09,-0.07,0.03,0,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + smo + snv,0.19,7,14.39,16.46,17.03,1.96,5.87,0.81,0.74,0.74,30,150
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2 + msc,0.14,2,32.53,34.66,34.12,1.0,2.93,0.09,-0.07,0.03,0,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + d2 + msc,0.2,5,28.89,32.69,32.66,1.06,3.06,0.28,0.07,0.16,20,160
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,d2 + snv,0.19,5,7.11,7.79,11.21,2.94,8.92,0.95,0.94,0.89,20,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,smo + snv,0.14,8,8.82,9.7,8.3,3.94,12.06,0.93,0.91,0.93,40,170
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,smo + snv,0.14,8,8.82,9.7,8.3,3.94,12.06,0.93,0.91,0.93,40,170
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,d2 + snv,0.19,5,7.11,7.79,11.21,2.94,8.92,0.95,0.94,0.89,20,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + smo + snv,0.2,7,14.87,15.81,14.21,2.34,7.04,0.8,0.77,0.82,30,160
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + d2 + msc,0.19,2,31.99,33.84,35.43,0.98,2.82,0.13,-0.01,-0.02,20,150
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2 + msc,0.14,2,32.53,34.66,34.12,1.0,2.93,0.09,-0.07,0.03,0,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + d1,0.13,10,8.31,9.72,12.23,2.7,8.18,0.94,0.9,0.87,20,140
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + smo + snv,0.09,9,15.51,17.02,16.67,2.02,6.0,0.78,0.74,0.76,20,140
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + smo + d1 + snv,0.04,5,14.17,14.63,16.34,2.1,6.12,0.82,0.8,0.8,30,150
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo + d2,0.03,8,8.37,10.16,10.49,3.24,9.53,0.93,0.9,0.92,20,170
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,smo + snv,0.14,8,8.91,9.67,8.52,3.87,11.73,0.92,0.91,0.94,20,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + d1,0.13,9,8.02,8.76,10.32,3.19,9.69,0.94,0.92,0.91,20,160
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + smo + d1 + msc,0.08,1,33.56,33.91,33.81,1.0,2.96,0.02,-0.02,0.0,70,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + smo + snv,0.09,9,16.75,18.44,16.2,2.11,6.17,0.75,0.69,0.79,30,140
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + smo + d1 + snv,0.04,5,13.62,13.92,18.04,1.9,5.54,0.83,0.82,0.76,20,150
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2 + msc,0.01,1,33.33,33.85,34.54,0.98,2.9,0.02,-0.02,0.0,0,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + smo + d2 + msc,0.14,1,32.97,33.38,34.98,0.98,2.86,0.04,0.0,0.01,90,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,smo + d2 + msc,0.01,6,8.21,9.35,9.16,3.7,10.91,0.94,0.92,0.93,100,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + smo + msc,0.11,5,30.35,32.33,32.94,1.01,3.04,0.16,0.04,0.05,0,110
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,d2,0.09,6,9.3,10.01,8.37,4.02,11.95,0.92,0.9,0.94,0,180
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,d2,0.09,9,8.13,10.14,9.07,3.71,11.02,0.94,0.9,0.93,20,180
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,smo + snv,0.14,9,7.86,8.58,9.78,3.39,10.23,0.94,0.93,0.91,0,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo + d2,0.03,7,8.13,9.62,8.94,3.79,11.19,0.94,0.91,0.94,20,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + d1,0.09,9,9.6,10.54,11.95,2.8,8.37,0.92,0.89,0.88,20,140
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + smo + snv,0.13,8,14.07,15.08,15.76,2.11,6.35,0.82,0.78,0.77,30,160
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + smo + msc,0.04,1,32.65,32.83,36.21,0.94,2.76,0.02,0.0,0.02,20,150
